event-id,visible,timestamp,location-long,location-lat,gps:hdop,ground-speed,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
5167424802,true,2003-10-14 05:04:03.000,166.6068667,-48.02116667,2.7,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424803,true,2003-10-14 05:25:33.000,166.6069,-48.02091667,3.5,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424804,true,2003-10-14 05:46:32.000,166.60645,-48.0208,2.5,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424805,true,2003-10-14 06:07:09.000,166.6064833,-48.02081667,4.8,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424806,true,2003-10-14 06:29:57.000,166.6067,-48.02105,2.2,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424807,true,2003-10-14 06:50:27.000,166.6065833,-48.02103333,2.5,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424808,true,2003-10-14 07:28:06.000,166.6068,-48.02098333,1.4,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424809,true,2003-10-14 08:03:50.000,166.6076833,-48.02136667,6.7,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424810,true,2003-10-14 08:26:14.000,166.6067667,-48.02108333,1.8,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424811,true,2003-10-14 08:49:21.000,166.6068,-48.02111667,2.3,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424812,true,2003-10-14 09:10:21.000,166.6067333,-48.0211,2.0,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424813,true,2003-10-14 09:32:10.000,166.6069,-48.02126667,2.8,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424814,true,2003-10-14 09:53:21.000,166.6067333,-48.0209,3.9,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424815,true,2003-10-14 10:13:57.000,166.6067333,-48.02108333,2.9,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424816,true,2003-10-14 10:35:33.000,166.6065167,-48.02118333,4.7,0.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424817,true,2003-10-14 10:56:51.000,166.6067667,-48.02106667,2.1,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424818,true,2003-10-14 11:33:21.000,166.6067,-48.02106667,1.5,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424819,true,2003-10-14 11:54:21.000,166.6066667,-48.02111667,4.1,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424820,true,2003-10-14 12:14:39.000,166.6066667,-48.02103333,2.3,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424821,true,2003-10-14 12:35:50.000,166.6067,-48.02106667,2.2,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424822,true,2003-10-14 12:57:27.000,166.60655,-48.0208,11.1,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424823,true,2003-10-14 13:18:21.000,166.6067333,-48.02103333,1.8,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424824,true,2003-10-14 13:38:51.000,166.6065833,-48.02088333,2.4,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424825,true,2003-10-14 14:00:20.000,166.6067667,-48.02101667,7.9,0.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424826,true,2003-10-14 14:20:57.000,166.6067333,-48.02121667,9.7,0.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424827,true,2003-10-14 14:41:21.000,166.6067333,-48.02108333,3.5,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424828,true,2003-10-14 15:01:39.000,166.6067667,-48.02108333,5.4,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424829,true,2003-10-14 15:21:58.000,166.6068333,-48.02105,2.2,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424830,true,2003-10-14 15:42:21.000,166.6068,-48.02101667,2.1,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424831,true,2003-10-14 16:03:03.000,166.607,-48.02106667,3.3,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424832,true,2003-10-14 16:23:51.000,166.6066667,-48.021,3.0,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424833,true,2003-10-14 16:44:32.000,166.6068333,-48.021,1.3,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424834,true,2003-10-14 17:04:51.000,166.6069333,-48.02121667,8.9,0.4,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424835,true,2003-10-14 17:25:32.000,166.6067,-48.02105,1.9,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424836,true,2003-10-14 17:46:01.000,166.6067667,-48.02115,2.9,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424837,true,2003-10-14 18:06:21.000,166.6067667,-48.02108333,10.1,0.4,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424838,true,2003-10-14 18:27:02.000,166.6067,-48.02106667,2.2,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424839,true,2003-10-14 18:48:09.000,166.6067333,-48.02103333,2.7,3.4,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424840,true,2003-10-14 19:10:21.000,166.60655,-48.02115,10.6,0.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424841,true,2003-10-14 19:31:02.000,166.6067333,-48.02101667,2.6,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424842,true,2003-10-14 19:52:29.000,166.6067333,-48.02105,2.9,0.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424843,true,2003-10-14 20:16:39.000,166.6068333,-48.02113333,5.9,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424844,true,2003-10-14 20:38:32.000,166.6066,-48.02106667,2.5,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424845,true,2003-10-14 20:59:27.000,166.6066667,-48.02106667,2.0,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424846,true,2003-10-14 21:20:03.000,166.6066667,-48.02103333,1.8,0.3,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424847,true,2003-10-14 21:42:27.000,166.6066667,-48.0211,2.2,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424848,true,2003-10-14 22:04:27.000,166.6066667,-48.021,2.3,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424849,true,2003-10-14 22:25:03.000,166.6067333,-48.02101667,2.1,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424850,true,2003-10-14 22:48:03.000,166.6068,-48.02105,2.9,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424851,true,2003-10-14 23:24:56.000,166.6066333,-48.02106667,2.0,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424852,true,2003-10-14 23:47:27.000,166.6067333,-48.0211,3.1,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424853,true,2003-10-15 00:09:33.000,166.6067667,-48.02106667,1.6,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424854,true,2003-10-15 00:30:32.000,166.6068333,-48.02161667,11.6,0.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424855,true,2003-10-15 00:50:57.000,166.6066333,-48.02103333,7.7,0.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424856,true,2003-10-15 01:41:45.000,166.6068333,-48.02105,3.8,0.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424857,true,2003-10-15 02:02:33.000,166.6066667,-48.02111667,2.6,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424858,true,2003-10-15 02:23:12.000,166.60755,-48.02118333,5.8,7.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424859,true,2003-10-15 02:44:20.000,166.6067667,-48.02096667,5.5,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424860,true,2003-10-15 03:05:02.000,166.6066333,-48.02108333,1.7,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424861,true,2003-10-15 03:26:21.000,166.6066,-48.02093333,4.6,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424862,true,2003-10-15 03:47:04.000,166.6067,-48.02126667,4.7,0.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424863,true,2003-10-15 04:10:49.000,166.6066667,-48.02101667,2.8,0.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424864,true,2003-10-15 04:34:26.000,166.6068,-48.02098333,3.2,0.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424865,true,2003-10-15 04:55:23.000,166.6068,-48.02105,3.9,0.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424866,true,2003-10-15 06:31:03.000,166.6097,-48.02223333,2.0,0.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424867,true,2003-10-15 06:54:54.000,166.6291333,-48.02305,2.9,1.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424868,true,2003-10-15 13:05:59.000,166.94405,-47.97896667,2.0,4.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424869,true,2003-10-15 13:17:51.000,166.9506833,-47.98103333,1.9,2.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424870,true,2003-10-15 13:20:09.000,166.9526333,-47.98165,4.5,8.6,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424871,true,2003-10-15 13:23:49.000,166.9558,-47.98218333,3.2,4.9,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424872,true,2003-10-15 13:26:21.000,166.9578833,-47.98231667,1.9,3.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424873,true,2003-10-15 13:28:50.000,166.9598667,-47.98281667,3.1,5.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424874,true,2003-10-15 13:31:45.000,166.9618833,-47.9833,3.5,1.7,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424875,true,2003-10-15 13:34:51.000,166.9644833,-47.98391667,3.7,4.3,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424876,true,2003-10-15 13:38:21.000,166.9670167,-47.98391667,5.0,10.3,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424877,true,2003-10-15 13:41:33.000,166.9692,-47.98428333,3.8,3.7,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424878,true,2003-10-15 13:45:09.000,166.9713167,-47.98423333,4.5,1.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424879,true,2003-10-15 13:48:34.000,166.97405,-47.98455,7.1,0.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424880,true,2003-10-15 13:52:28.000,166.9772833,-47.9849,2.6,1.6,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424881,true,2003-10-15 13:56:15.000,166.98015,-47.98543333,2.6,4.3,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424882,true,2003-10-15 14:00:33.000,166.9835667,-47.9865,3.5,7.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424883,true,2003-10-15 14:04:39.000,166.9867833,-47.98745,2.9,2.7,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424884,true,2003-10-15 14:06:57.000,166.9888333,-47.98823333,3.1,3.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424885,true,2003-10-15 14:08:39.000,166.9906,-47.98886667,6.3,9.6,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424886,true,2003-10-15 14:11:33.000,166.9933667,-47.98953333,3.2,4.3,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424887,true,2003-10-15 14:14:51.000,166.9960333,-47.99,3.6,6.6,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424888,true,2003-10-15 14:18:09.000,166.9984,-47.9904,3.8,2.4,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424889,true,2003-10-15 14:22:47.000,167.0025,-47.99116667,4.0,3.7,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424890,true,2003-10-15 14:26:09.000,167.0053,-47.99213333,4.3,5.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424891,true,2003-10-15 14:30:21.000,167.00915,-47.99286667,4.8,4.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424892,true,2003-10-15 14:34:27.000,167.0120833,-47.99356667,5.2,1.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424893,true,2003-10-15 14:37:55.000,167.0149667,-47.994,2.2,5.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424894,true,2003-10-15 14:39:15.000,167.0165667,-47.99425,3.3,3.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424895,true,2003-10-15 14:42:24.000,167.0192333,-47.99468333,6.2,4.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424896,true,2003-10-15 14:46:24.000,167.0228167,-47.99508333,2.9,7.4,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424897,true,2003-10-15 14:50:48.000,167.0265333,-47.99585,2.7,2.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424898,true,2003-10-15 14:53:57.000,167.0294333,-47.99585,11.3,2.7,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424899,true,2003-10-15 14:55:27.000,167.0311167,-47.9963,10.8,8.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424900,true,2003-10-15 14:58:45.000,167.0344333,-47.99685,9.6,4.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424901,true,2003-10-15 15:02:39.000,167.03785,-47.9972,8.5,4.6,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424902,true,2003-10-15 15:06:33.000,167.0411167,-47.99763333,7.6,5.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424903,true,2003-10-15 15:10:33.000,167.0446,-47.9986,6.9,2.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424904,true,2003-10-15 15:14:07.000,167.0477833,-47.99888333,6.4,4.9,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424905,true,2003-10-15 15:17:39.000,167.0511333,-47.99943333,6.0,1.7,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424906,true,2003-10-15 15:19:57.000,167.0538167,-48.00021667,5.8,3.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424907,true,2003-10-15 15:23:03.000,167.0567667,-48.0006,5.5,5.6,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424908,true,2003-10-15 15:27:03.000,167.06035,-48.00116667,5.2,3.7,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424909,true,2003-10-15 15:29:39.000,167.0632833,-48.00153333,5.0,3.9,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424910,true,2003-10-15 15:33:27.000,167.06605,-48.00245,2.1,5.9,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424911,true,2003-10-15 15:37:03.000,167.0698,-48.00288333,2.1,3.7,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424912,true,2003-10-15 15:41:15.000,167.07425,-48.00345,2.1,3.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424913,true,2003-10-15 15:42:39.000,167.0760667,-48.00401667,2.1,7.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424914,true,2003-10-15 15:45:51.000,167.0788167,-48.00445,2.1,4.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424915,true,2003-10-15 15:51:57.000,167.0846667,-48.00595,2.0,7.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424916,true,2003-10-15 15:56:15.000,167.0892,-48.00723333,2.5,6.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424917,true,2003-10-15 15:59:45.000,167.09235,-48.00781667,2.1,7.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424918,true,2003-10-15 16:02:51.000,167.0951167,-48.00846667,2.1,5.6,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424919,true,2003-10-15 16:06:09.000,167.09815,-48.00951667,2.1,5.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424920,true,2003-10-15 16:09:57.000,167.1015333,-48.01056667,2.1,4.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424921,true,2003-10-15 16:13:27.000,167.1049833,-48.01126667,2.1,6.9,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424922,true,2003-10-15 16:16:51.000,167.1086333,-48.01201667,2.1,9.1,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424923,true,2003-10-15 16:19:57.000,167.11205,-48.01331667,2.2,2.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424924,true,2003-10-15 16:23:33.000,167.1158833,-48.01463333,2.2,4.3,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424925,true,2003-10-15 16:26:51.000,167.1196333,-48.01561667,1.8,5.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424926,true,2003-10-15 16:29:51.000,167.12295,-48.01626667,2.3,4.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424927,true,2003-10-15 16:33:21.000,167.1273833,-48.0171,4.6,4.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424928,true,2003-10-15 16:36:57.000,167.1307,-48.01835,5.1,5.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424929,true,2003-10-15 16:40:33.000,167.13375,-48.01935,2.4,3.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424930,true,2003-10-15 16:44:03.000,167.1373667,-48.0204,2.7,5.9,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424931,true,2003-10-15 16:47:27.000,167.1413667,-48.02081667,7.6,1.7,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424932,true,2003-10-15 16:50:39.000,167.1443667,-48.02146667,8.9,11.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424933,true,2003-10-15 16:55:02.000,167.1483333,-48.02231667,2.6,3.2,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424934,true,2003-10-15 16:58:39.000,167.15235,-48.02318333,2.4,6.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424935,true,2003-10-15 17:01:54.000,167.1553333,-48.02356667,1.6,5.3,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424936,true,2003-10-15 17:05:09.000,167.1588833,-48.02361667,1.7,5.6,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424937,true,2003-10-15 17:09:45.000,167.1653333,-48.02376667,2.2,5.3,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424938,true,2003-10-15 17:18:01.000,167.1756833,-48.02413333,2.1,3.9,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424939,true,2003-10-15 17:21:15.000,167.1795,-48.02426667,2.7,4.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424940,true,2003-10-15 17:23:57.000,167.1828833,-48.02436667,2.2,5.5,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424941,true,2003-10-15 17:27:03.000,167.1864833,-48.02456667,2.1,7.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424942,true,2003-10-15 17:30:15.000,167.1904,-48.02493333,1.6,10.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424943,true,2003-10-15 17:33:21.000,167.1941667,-48.025,2.0,5.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424944,true,2003-10-15 17:36:09.000,167.1973,-48.02506667,1.9,6.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424945,true,2003-10-15 17:39:10.000,167.20085,-48.02528333,1.8,5.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424946,true,2003-10-15 17:42:15.000,167.2043667,-48.02565,1.5,3.0,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424947,true,2003-10-15 17:45:27.000,167.20795,-48.02588333,1.5,2.4,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424948,true,2003-10-15 17:48:39.000,167.21165,-48.02603333,1.5,3.9,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424949,true,2003-10-15 17:51:34.000,167.2150333,-48.02633333,1.7,5.6,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424950,true,2003-10-15 17:54:28.000,167.2183667,-48.02646667,1.4,4.9,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424951,true,2003-10-15 17:57:20.000,167.22155,-48.02651667,1.5,7.8,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424952,true,2003-10-15 18:00:32.000,167.2252667,-48.02676667,1.5,5.3,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
5167424953,true,2003-10-15 18:03:45.000,167.2290667,-48.02706667,1.4,6.4,gps,Eudyptes robustus,E&O GPS22,T13 male,GPS tracking of Snares penguins during egg incubation 2003
